TransactionID,ProductID,CustomerID,StaffID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales
183,4,183,183,2023-01-08 15:00:00,5,5.034763219,West,Credit Card,True,Sunny,28.55468762,Poor,Negative,59,In Store,Sunday,25.17381609
184,5,184,184,2023-01-08 16:00:00,4,5.662429043,East,Online,False,Cloudy,20.80364839,Excellent,Negative,32,In Store,Sunday,22.64971617
185,6,185,185,2023-01-08 17:00:00,4,10.12673607,South,Online,False,Rainy,22.10748515,Excellent,Negative,41,Online Order,Sunday,40.50694428
186,3,186,186,2023-01-08 18:00:00,4,14.49359496,West,Cash,True,Sunny,29.33824094,Average,Neutral,20,Online Order,Sunday,57.97437984
187,2,187,187,2023-01-08 19:00:00,5,6.035443113,East,Cash,False,Sunny,23.11735762,Poor,Positive,24,In Store,Sunday,30.17721557
188,7,188,188,2023-01-08 20:00:00,4,5.084987218,West,Online,True,Rainy,27.5610512,Average,Positive,16,Phone Order,Sunday,20.33994887
189,8,189,189,2023-01-08 21:00:00,2,19.05636543,East,Cash,True,Sunny,28.17322529,Average,Positive,38,In Store,Sunday,38.11273085
190,1,190,190,2023-01-08 22:00:00,5,17.32889954,North,Online,True,Sunny,27.154342182855554,Good,Negative,52,Phone Order,Sunday,86.6444977
191,3,191,191,2023-01-08 23:00:00,4,17.13774757,East,Credit Card,False,Rainy,34.22637733,Good,Neutral,42,Online Order,Sunday,68.55099027
192,0,192,192,2023-01-09 00:00:00,5,18.26636413,North,Cash,False,Sunny,32.6369616,Average,Positive,42,Online Order,Monday,91.33182066
193,2,193,193,2023-01-09 01:00:00,3,15.50051409,West,Credit Card,True,Sunny,30.83560261,Good,Neutral,59,In Store,Monday,46.50154227
194,5,194,194,2023-01-09 02:00:00,2,6.566061946,East,Credit Card,False,Rainy,21.169908,Excellent,Positive,53,Online Order,Monday,13.13212389
195,5,195,195,2023-01-09 03:00:00,4,10.98650282,West,Credit Card,False,Cloudy,27.154342182855554,Average,Neutral,16,Phone Order,Monday,43.94601128
196,3,196,196,2023-01-09 04:00:00,3,15.8472423,North,Online,False,Rainy,27.39172019,Poor,Positive,19,Phone Order,Monday,47.54172689
197,4,197,197,2023-01-09 05:00:00,3,9.205016912,East,Credit Card,True,Sunny,22.41070024,Poor,Neutral,25,In Store,Monday,27.61505074
198,0,198,198,2023-01-09 06:00:00,5,15.31109546,West,Credit Card,False,Rainy,34.67398195,Excellent,Positive,24,Phone Order,Monday,76.55547731
199,5,199,199,2023-01-09 07:00:00,3,5.367476724,North,Credit Card,True,Sunny,22.37780351,Poor,Positive,57,In Store,Monday,16.10243017
200,8,200,200,2023-01-09 08:00:00,2,9.592060113,West,Online,False,Sunny,27.31201753,Poor,Neutral,16,In Store,Monday,19.18412023
201,5,201,201,2023-01-09 09:00:00,2,13.23695504,South,Credit Card,False,Rainy,25.46181585,Average,unknown,29,Phone Order,Monday,26.47391009
202,1,202,202,2023-01-09 10:00:00,1,14.48134744,North,Credit Card,True,Sunny,29.59079632,Excellent,Negative,53,Phone Order,Monday,14.48134744
203,7,203,203,2023-01-09 11:00:00,2,13.65560997,North,Cash,False,Cloudy,21.93554613,Average,Neutral,55,Phone Order,Monday,27.31121993
204,5,204,204,2023-01-09 12:00:00,3,15.46634414,North,Online,True,Sunny,26.45474642,Excellent,Positive,51,Phone Order,Monday,46.39903242
205,1,205,205,2023-01-09 13:00:00,2,5.091331224,East,Credit Card,False,Rainy,24.12057549,Average,Positive,21,Phone Order,Monday,10.18266245
206,3,206,206,2023-01-09 14:00:00,5,6.514118,East,Cash,True,Cloudy,33.31627287,Average,Neutral,34,Phone Order,Monday,32.57059
207,3,207,207,2023-01-09 15:00:00,1,18.03416378,East,Online,False,Cloudy,20.60878568,Good,Negative,48,Phone Order,Monday,18.03416378
208,2,208,208,2023-01-09 16:00:00,3,15.22622966,South,Online,False,Sunny,33.70591241,Poor,Neutral,49,Online Order,Monday,45.67868898
209,5,209,209,2023-01-09 17:00:00,1,6.69397464,South,Online,False,Rainy,32.49491208,Excellent,Positive,48,In Store,Monday,6.69397464
210,8,210,210,2023-01-09 18:00:00,3,17.63111656,North,Online,True,Sunny,24.46356075,Poor,Positive,36,In Store,Monday,52.89334968
211,5,211,211,2023-01-09 19:00:00,5,8.633468267,South,Online,True,Sunny,27.154342182855554,Good,Negative,45,Phone Order,Monday,43.16734134
212,8,212,212,2023-01-09 20:00:00,1,12.17389826,West,Online,True,Rainy,20.46820341,Excellent,Neutral,37,In Store,Monday,12.17389826
213,6,213,213,2023-01-09 21:00:00,4,7.177947693,North,Credit Card,False,Rainy,27.154342182855554,Good,Positive,33,Phone Order,Monday,28.71179077
214,2,214,214,2023-01-09 22:00:00,3,15.65165085,North,Credit Card,True,Sunny,27.89892414,Poor,Positive,18,Online Order,Monday,46.95495254
215,6,215,215,2023-01-09 23:00:00,4,15.00281632,West,Credit Card,True,Cloudy,24.54921539,Average,Positive,38,In Store,Monday,60.01126526
216,5,216,216,2023-01-10 00:00:00,1,8.166687067,North,Credit Card,True,Sunny,25.43874819,Good,Neutral,34,In Store,Tuesday,8.166687067
217,2,217,217,2023-01-10 01:00:00,4,17.9510115,South,Cash,True,Cloudy,20.9960803,Good,Neutral,53,Online Order,Tuesday,71.80404601
218,6,218,218,2023-01-10 02:00:00,4,11.01959036,East,Credit Card,True,Sunny,34.84024271,Average,Negative,42,Online Order,Tuesday,44.07836145
219,4,219,219,2023-01-10 03:00:00,1,9.387726366,West,Online,True,Rainy,20.58937918,Poor,Positive,53,Online Order,Tuesday,9.387726366
220,5,220,220,2023-01-10 04:00:00,5,7.284943842,South,Credit Card,True,Cloudy,29.82360685,Good,Positive,31,In Store,Tuesday,36.42471921
221,6,221,221,2023-01-10 05:00:00,4,8.992520188,West,Credit Card,True,Rainy,26.64103892,Poor,Negative,33,In Store,Tuesday,35.97008075
222,4,222,222,2023-01-10 06:00:00,4,5.330403818,West,Online,True,Rainy,34.23374327,Average,Positive,49,Online Order,Tuesday,21.32161527
223,4,223,223,2023-01-10 07:00:00,5,13.74886239,North,Credit Card,True,Rainy,23.6899961,Excellent,Negative,46,Online Order,Tuesday,68.74431193
224,3,224,224,2023-01-10 08:00:00,4,17.6334612,North,Credit Card,False,Rainy,27.98130236,Good,Negative,53,Online Order,Tuesday,70.53384478
225,5,225,225,2023-01-10 09:00:00,4,13.23470674,South,Credit Card,False,Rainy,27.23534313,Poor,Positive,49,Online Order,Tuesday,52.93882697
226,4,226,226,2023-01-10 10:00:00,4,8.289109429,West,Cash,True,Sunny,30.54299666,Average,Neutral,44,Online Order,Tuesday,33.15643772
227,3,227,227,2023-01-10 11:00:00,2,5.505037673,North,Credit Card,False,Cloudy,21.02015348,Average,Neutral,31,Phone Order,Tuesday,11.01007535
228,6,228,228,2023-01-10 12:00:00,5,8.219421099,North,Online,False,Sunny,22.90683695,Good,Neutral,56,Online Order,Tuesday,41.09710549
229,1,229,229,2023-01-10 13:00:00,4,11.24182142,West,Online,True,Sunny,23.2184723,Excellent,Neutral,43,Phone Order,Tuesday,44.96728568
230,5,230,230,2023-01-10 14:00:00,5,16.39417143,South,Credit Card,True,Sunny,31.07226132,Good,Positive,20,In Store,Tuesday,81.97085715
231,2,231,231,2023-01-10 15:00:00,3,7.817642788,South,Credit Card,True,Rainy,22.83708044,Poor,Negative,31,In Store,Tuesday,23.45292836
232,8,232,232,2023-01-10 16:00:00,3,15.7968718,West,Credit Card,False,Sunny,28.60237646,Average,Negative,31,Phone Order,Tuesday,47.3906154
233,8,233,233,2023-01-10 17:00:00,4,18.00400203,South,Online,True,Cloudy,23.22865731,Excellent,Positive,28,Online Order,Tuesday,72.0160081
234,6,234,234,2023-01-10 18:00:00,5,11.80920272,North,Online,False,Sunny,32.92437425,Poor,Neutral,38,In Store,Tuesday,59.04601361
235,6,235,235,2023-01-10 19:00:00,5,17.32147987,West,Cash,True,Rainy,34.13278182,Good,Negative,51,Online Order,Tuesday,86.60739937
236,4,236,236,2023-01-10 20:00:00,5,13.31986022,North,Cash,False,Cloudy,27.154342182855554,Average,Positive,54,Online Order,Tuesday,66.5993011
237,5,237,237,2023-01-10 21:00:00,2,14.55636256,East,Cash,False,Cloudy,25.28463326,Good,Positive,53,Phone Order,Tuesday,29.11272511
238,8,238,238,2023-01-10 22:00:00,3,12.89417691,East,Online,True,Cloudy,23.51086663,Excellent,Neutral,46,In Store,Tuesday,38.68253072
239,8,239,239,2023-01-10 23:00:00,5,11.94759075,South,Cash,True,Cloudy,20.74671502,Excellent,Positive,50,In Store,Tuesday,59.73795376
240,4,240,240,2023-01-11 00:00:00,5,8.519801627,East,Credit Card,False,Sunny,24.02750114,Excellent,Negative,51,Phone Order,Wednesday,42.59900813
241,8,241,241,2023-01-11 01:00:00,2,9.547910892,North,Credit Card,False,Rainy,29.8135367,Excellent,Negative,28,Online Order,Wednesday,19.09582178
242,2,242,242,2023-01-11 02:00:00,2,9.349551784,East,Online,True,Cloudy,28.00425397,Excellent,Positive,41,Online Order,Wednesday,18.69910357
243,5,243,243,2023-01-11 03:00:00,5,13.44933396,North,Cash,True,Cloudy,34.16061917,Good,Negative,33,In Store,Wednesday,67.24666982
244,7,244,244,2023-01-11 04:00:00,1,6.799305395,South,Credit Card,False,Rainy,25.94415894,Excellent,Positive,45,Phone Order,Wednesday,6.799305395
245,8,245,245,2023-01-11 05:00:00,5,18.75187536,South,Online,True,Sunny,30.40795013,Excellent,Negative,23,Phone Order,Wednesday,93.7593768
246,6,246,246,2023-01-11 06:00:00,5,15.80982718,North,Cash,False,Cloudy,27.33984121,Average,Neutral,52,Online Order,Wednesday,79.0491359
247,2,247,247,2023-01-11 07:00:00,2,11.02168446,East,Credit Card,True,Sunny,27.68864324,Excellent,Negative,31,Online Order,Wednesday,22.04336893
248,8,248,248,2023-01-11 08:00:00,2,7.379362168,South,Cash,True,Sunny,24.01661472,Average,unknown,33,Phone Order,Wednesday,14.75872434
249,2,249,249,2023-01-11 09:00:00,5,18.22988255,West,Online,True,Sunny,27.154342182855554,Average,Neutral,58,In Store,Wednesday,91.14941273
250,3,250,250,2023-01-11 10:00:00,5,17.35667135,South,Cash,False,Sunny,27.154342182855554,Average,Positive,18,Online Order,Wednesday,86.78335676
251,7,251,251,2023-01-11 11:00:00,5,15.82582329,East,Online,True,Cloudy,30.59963783,Good,Neutral,25,Phone Order,Wednesday,79.12911645
252,0,252,252,2023-01-11 12:00:00,2,9.073205711,West,Cash,False,Cloudy,34.10959999,Good,Negative,36,Phone Order,Wednesday,18.14641142
253,6,253,253,2023-01-11 13:00:00,5,11.03669956,East,Credit Card,True,Sunny,24.93981916,Poor,Negative,18,Phone Order,Wednesday,55.18349781
254,6,254,254,2023-01-11 14:00:00,5,6.541223787,North,Online,False,Sunny,20.63300703,Poor,Neutral,31,In Store,Wednesday,32.70611893
255,5,255,255,2023-01-11 15:00:00,4,7.835592871,West,Online,False,Rainy,27.44442688,Average,Positive,22,Online Order,Wednesday,31.34237148
256,2,256,256,2023-01-11 16:00:00,1,16.74524956,East,Online,True,Rainy,28.16691998,Good,Neutral,48,Online Order,Wednesday,16.74524956
257,4,257,257,2023-01-11 17:00:00,3,15.72558078,West,Cash,False,Rainy,22.52660827,Excellent,Negative,25,Online Order,Wednesday,47.17674235
258,6,258,258,2023-01-11 18:00:00,1,13.90228644,East,Cash,False,Cloudy,31.40696909,Poor,Negative,45,In Store,Wednesday,13.90228644
259,2,259,259,2023-01-11 19:00:00,4,18.43590089,West,Credit Card,False,Rainy,34.77393663,Good,Neutral,25,Online Order,Wednesday,73.74360356
260,2,260,260,2023-01-11 20:00:00,3,13.74899777,East,Online,False,Cloudy,34.18662076,Excellent,Neutral,52,Online Order,Wednesday,41.2469933
261,1,261,261,2023-01-11 21:00:00,5,12.00452,North,Online,True,Cloudy,22.95659058,Excellent,Neutral,35,Online Order,Wednesday,60.0226
262,1,262,262,2023-01-11 22:00:00,4,10.10556119,West,Cash,True,Cloudy,33.1304486,Good,Negative,44,Online Order,Wednesday,40.42224478
263,0,263,263,2023-01-11 23:00:00,5,19.10672759,West,Cash,True,Cloudy,30.56740455,Poor,Negative,24,In Store,Wednesday,95.53363793
264,3,264,264,2023-01-12 00:00:00,2,6.240731923,West,Credit Card,False,Rainy,26.80769846,Good,Negative,40,Phone Order,Thursday,12.48146385
265,0,265,265,2023-01-12 01:00:00,4,18.96331058,West,Credit Card,False,Sunny,27.154342182855554,Poor,Positive,41,Phone Order,Thursday,75.85324232
266,8,266,266,2023-01-12 02:00:00,2,17.4007199,North,Cash,True,Sunny,32.74400262,Average,Negative,22,Online Order,Thursday,34.8014398
267,4,267,267,2023-01-12 03:00:00,4,6.948948868,West,Online,True,Sunny,27.20202409,Good,unknown,53,Online Order,Thursday,27.79579547
268,8,268,268,2023-01-12 04:00:00,4,13.47476537,South,Credit Card,False,Rainy,25.59811054,Good,Positive,22,Online Order,Thursday,53.89906146
269,8,269,269,2023-01-12 05:00:00,2,17.99821973,North,Cash,True,Sunny,27.3987124,Poor,Positive,22,In Store,Thursday,35.99643945
270,5,270,270,2023-01-12 06:00:00,3,13.57713745,South,Cash,True,Rainy,28.68694706,Poor,Positive,48,Online Order,Thursday,40.73141236
271,8,271,271,2023-01-12 07:00:00,1,18.60799732,West,Online,False,Rainy,22.83616481,Good,Positive,30,In Store,Thursday,18.60799732
272,0,272,272,2023-01-12 08:00:00,5,19.14475725,East,Cash,True,Rainy,33.51361595,Excellent,Positive,55,Online Order,Thursday,95.72378626
273,6,273,273,2023-01-12 09:00:00,4,11.33576783,South,Cash,False,Sunny,30.11280423,Excellent,Positive,27,Online Order,Thursday,45.34307133
274,6,274,274,2023-01-12 10:00:00,5,10.65970492,West,Credit Card,True,Sunny,29.49903376,Excellent,Neutral,37,Phone Order,Thursday,53.29852461
275,1,275,275,2023-01-12 11:00:00,2,19.04481731,South,Cash,False,Sunny,21.49244339,Average,Neutral,26,Online Order,Thursday,38.08963462
276,4,276,276,2023-01-12 12:00:00,5,15.12710092,West,Cash,False,Cloudy,29.06260907,Average,Neutral,41,In Store,Thursday,75.63550459
277,4,277,277,2023-01-12 13:00:00,2,6.74034022,West,Credit Card,False,Rainy,21.81440993,Poor,Neutral,36,Phone Order,Thursday,13.48068044
278,5,278,278,2023-01-12 14:00:00,5,5.634376238,West,Online,False,Cloudy,21.18046513,Average,Negative,46,In Store,Thursday,28.17188119
279,0,279,279,2023-01-12 15:00:00,1,13.46943576,East,Online,False,Rainy,27.90966343,Excellent,Positive,41,Phone Order,Thursday,13.46943576
280,1,280,280,2023-01-12 16:00:00,1,18.95256448,South,Credit Card,True,Sunny,26.04178301,Good,Negative,16,In Store,Thursday,18.95256448
281,4,281,281,2023-01-12 17:00:00,1,17.66373054,North,Credit Card,True,Rainy,27.154342182855554,Average,Positive,59,Phone Order,Thursday,17.66373054
282,6,282,282,2023-01-12 18:00:00,1,15.1377162,North,Online,True,Rainy,21.33833252,Average,Positive,47,In Store,Thursday,15.1377162
283,8,283,283,2023-01-12 19:00:00,1,7.086737733,North,Online,False,Cloudy,26.46474594,Excellent,Negative,40,In Store,Thursday,7.086737733
284,8,284,284,2023-01-12 20:00:00,1,8.813470756,North,Online,True,Rainy,27.154342182855554,Average,Neutral,42,Online Order,Thursday,8.813470756
285,1,285,285,2023-01-12 21:00:00,2,18.1326684,West,Online,False,Sunny,34.80650129,Poor,Negative,33,Phone Order,Thursday,36.2653368
286,0,286,286,2023-01-12 22:00:00,4,7.74210855,South,Online,False,Rainy,28.41725319,Good,Negative,57,Phone Order,Thursday,30.9684342
287,0,287,287,2023-01-12 23:00:00,5,9.176591124,South,Credit Card,True,Rainy,30.31155291,Excellent,Positive,19,Online Order,Thursday,45.88295562
288,3,288,288,2023-01-13 00:00:00,1,6.944009768,East,Cash,False,Rainy,24.88127421,Poor,Positive,47,In Store,Friday,6.944009768
289,7,289,289,2023-01-13 01:00:00,2,15.14162347,South,Online,True,Cloudy,21.42108372,Excellent,Positive,34,In Store,Friday,30.28324694
290,4,290,290,2023-01-13 02:00:00,2,19.15973458,South,Online,False,Rainy,34.63806294,Poor,Neutral,44,Phone Order,Friday,38.31946916
291,0,291,291,2023-01-13 03:00:00,2,9.034520474,South,Cash,False,Rainy,24.29388553,Good,Negative,59,In Store,Friday,18.06904095
292,6,292,292,2023-01-13 04:00:00,4,12.13109912,East,Cash,True,Cloudy,26.35712278,Good,Negative,22,Phone Order,Friday,48.52439647
293,1,293,293,2023-01-13 05:00:00,5,14.5150961,North,Cash,False,Cloudy,29.74795883,Poor,Neutral,52,Phone Order,Friday,72.57548048
294,3,294,294,2023-01-13 06:00:00,4,19.99199372,South,Cash,True,Cloudy,20.37045947,Poor,Negative,31,In Store,Friday,79.96797489
295,2,295,295,2023-01-13 07:00:00,3,6.572120975,East,Cash,False,Cloudy,27.154342182855554,Poor,Negative,58,In Store,Friday,19.71636292
296,5,296,296,2023-01-13 08:00:00,2,12.47856199,East,Cash,True,Sunny,27.154342182855554,Poor,Positive,15,In Store,Friday,24.95712399
297,2,297,297,2023-01-13 09:00:00,3,10.7768018,West,Credit Card,False,Sunny,24.17325781,Poor,Neutral,17,Online Order,Friday,32.3304054
298,8,298,298,2023-01-13 10:00:00,1,17.98730248,East,Cash,True,Rainy,20.92411978,Poor,Positive,40,Phone Order,Friday,17.98730248
299,5,299,299,2023-01-13 11:00:00,1,12.13951597,North,Cash,True,Sunny,22.43747623,Good,Neutral,45,In Store,Friday,12.13951597
300,4,300,300,2023-01-13 12:00:00,4,6.664662869,South,Credit Card,False,Rainy,33.42550788,Poor,Positive,22,Online Order,Friday,26.65865148
301,6,301,301,2023-01-13 13:00:00,5,14.51636218,East,Cash,True,Sunny,30.29036336,Average,Negative,57,In Store,Friday,72.5818109
302,5,302,302,2023-01-13 14:00:00,3,16.56170927,North,Online,False,Cloudy,23.74852582,Good,Neutral,22,Phone Order,Friday,49.68512782
303,7,303,303,2023-01-13 15:00:00,5,5.043218775,East,Online,False,Cloudy,20.98401147,Excellent,Neutral,49,Online Order,Friday,25.21609387
304,2,304,304,2023-01-13 16:00:00,4,17.88435028,East,Cash,True,Sunny,30.35922969,Good,Positive,53,Phone Order,Friday,71.53740113
305,4,305,305,2023-01-13 17:00:00,1,7.790345,East,Credit Card,True,Sunny,28.58611589,Excellent,Neutral,42,In Store,Friday,7.790345
306,7,306,306,2023-01-13 18:00:00,5,13.28104047,East,Online,True,Rainy,26.06779287,Excellent,Negative,18,In Store,Friday,66.40520235
307,8,307,307,2023-01-13 19:00:00,5,11.23696251,East,Credit Card,True,Rainy,25.45417174,Average,Negative,30,In Store,Friday,56.18481255
308,7,308,308,2023-01-13 20:00:00,1,15.79480725,North,Online,True,Rainy,23.25221414,Poor,Negative,27,Online Order,Friday,15.79480725
309,3,309,309,2023-01-13 21:00:00,3,10.56742422,South,Cash,False,Cloudy,27.154342182855554,Poor,Positive,34,Online Order,Friday,31.70227267
310,3,310,310,2023-01-13 22:00:00,1,18.04644765,South,Credit Card,True,Cloudy,34.56002042,Good,Neutral,19,Online Order,Friday,18.04644765
311,1,311,311,2023-01-13 23:00:00,5,15.95744541,South,Credit Card,False,Cloudy,22.63572869,Poor,Positive,51,Online Order,Friday,79.78722707
312,4,312,312,2023-01-14 00:00:00,3,14.71569757,South,Credit Card,True,Cloudy,27.154342182855554,Average,Negative,34,In Store,Saturday,44.1470927
313,8,313,313,2023-01-14 01:00:00,3,16.94360893,North,Online,True,Rainy,26.36277584,Good,Neutral,38,In Store,Saturday,50.8308268
314,0,314,314,2023-01-14 02:00:00,1,16.31034552,West,Online,True,Cloudy,27.154342182855554,Good,Negative,50,In Store,Saturday,16.31034552
315,3,315,315,2023-01-14 03:00:00,5,5.539080124,West,Online,False,Cloudy,23.8122092,Good,Neutral,48,Online Order,Saturday,27.69540062
316,4,316,316,2023-01-14 04:00:00,4,10.92101531,North,Cash,True,Cloudy,32.37702313,Poor,Neutral,59,Online Order,Saturday,43.68406123
317,0,317,317,2023-01-14 05:00:00,5,18.96210946,North,Online,False,Cloudy,27.27883406,Poor,Positive,48,In Store,Saturday,94.8105473
318,1,318,318,2023-01-14 06:00:00,2,6.885864035,East,Cash,False,Sunny,28.15108778,Poor,Neutral,33,In Store,Saturday,13.77172807
319,7,319,319,2023-01-14 07:00:00,4,16.05644826,East,Credit Card,False,Rainy,24.57141369,Good,Negative,31,Online Order,Saturday,64.22579303
320,3,320,320,2023-01-14 08:00:00,3,19.61887717,East,Credit Card,True,Rainy,22.72712699,Good,unknown,19,Phone Order,Saturday,58.85663151
321,4,321,321,2023-01-14 09:00:00,4,5.782979436,South,Cash,False,Cloudy,21.28865582,Excellent,Negative,39,In Store,Saturday,23.13191774
322,5,322,322,2023-01-14 10:00:00,3,15.23290821,East,Online,True,Sunny,30.71178711,Excellent,Positive,32,In Store,Saturday,45.69872463
323,0,323,323,2023-01-14 11:00:00,3,12.02231212,West,Cash,False,Rainy,22.94351423,Poor,Negative,22,In Store,Saturday,36.06693636
324,7,324,324,2023-01-14 12:00:00,4,13.68762883,South,Credit Card,True,Rainy,30.35113031,Good,unknown,41,Online Order,Saturday,54.75051532
325,3,325,325,2023-01-14 13:00:00,3,6.280120047,East,Credit Card,False,Cloudy,25.85564669,Poor,Negative,29,In Store,Saturday,18.84036014
326,8,326,326,2023-01-14 14:00:00,3,5.645104278,South,Cash,True,Cloudy,26.23662201,Poor,Negative,59,In Store,Saturday,16.93531283
327,0,327,327,2023-01-14 15:00:00,2,15.00299991,West,Online,True,Rainy,27.03766244,Excellent,Neutral,27,In Store,Saturday,30.00599982
328,3,328,328,2023-01-14 16:00:00,5,17.34964145,East,Online,True,Rainy,25.51562762,Average,Negative,30,In Store,Saturday,86.74820724
329,0,329,329,2023-01-14 17:00:00,5,16.73023002,West,Cash,False,Sunny,21.50929966,Poor,Neutral,36,In Store,Saturday,83.65115012
330,7,330,330,2023-01-14 18:00:00,2,13.15708592,West,Cash,False,Rainy,24.64447715,Average,Positive,34,Phone Order,Saturday,26.31417184
331,3,331,331,2023-01-14 19:00:00,4,6.498002317,West,Online,True,Rainy,29.95601541,Average,Negative,27,Phone Order,Saturday,25.99200927
332,2,332,332,2023-01-14 20:00:00,1,15.32066666,East,Credit Card,False,Cloudy,29.98676602,Good,Positive,34,In Store,Saturday,15.32066666
333,4,333,333,2023-01-14 21:00:00,1,8.628333253,North,Cash,False,Rainy,24.29336461,Good,Negative,16,In Store,Saturday,8.628333253
334,7,334,334,2023-01-14 22:00:00,1,18.66603054,East,Online,False,Cloudy,26.9015394,Poor,Negative,49,In Store,Saturday,18.66603054
335,0,335,335,2023-01-14 23:00:00,2,17.57398039,West,Online,False,Rainy,22.90170842,Excellent,Positive,33,In Store,Saturday,35.14796079
336,8,336,336,2023-01-15 00:00:00,2,15.64074451,East,Credit Card,False,Rainy,23.15558122,Excellent,Negative,59,Online Order,Sunday,31.28148901
337,5,337,337,2023-01-15 01:00:00,3,19.23268934,West,Credit Card,False,Rainy,20.34570633,Poor,Negative,51,Online Order,Sunday,57.69806801
338,0,338,338,2023-01-15 02:00:00,1,5.471327323,North,Credit Card,False,Sunny,33.45119825,Poor,Positive,20,Online Order,Sunday,5.471327323
339,4,339,339,2023-01-15 03:00:00,4,16.04300638,South,Credit Card,True,Cloudy,23.16059998,Excellent,Negative,28,Phone Order,Sunday,64.1720255
340,3,340,340,2023-01-15 04:00:00,4,9.95364169,North,Credit Card,True,Sunny,23.41300815,Average,Neutral,18,In Store,Sunday,39.81456676
341,5,341,341,2023-01-15 05:00:00,1,18.59098829,North,Cash,False,Rainy,24.19402149,Poor,Negative,36,Online Order,Sunday,18.59098829
342,6,342,342,2023-01-15 06:00:00,1,9.00012795,South,Online,True,Sunny,21.91112108,Average,Negative,53,In Store,Sunday,9.00012795
343,0,343,343,2023-01-15 07:00:00,1,15.87284749,East,Cash,True,Cloudy,29.58894325,Poor,unknown,50,In Store,Sunday,15.87284749
344,1,344,344,2023-01-15 08:00:00,2,18.16470529,South,Cash,True,Rainy,21.1271443,Poor,unknown,48,Phone Order,Sunday,36.32941059
345,6,345,345,2023-01-15 09:00:00,2,5.624852276,East,Cash,False,Sunny,22.01303639,Average,Neutral,41,Phone Order,Sunday,11.24970455
346,0,346,346,2023-01-15 10:00:00,2,10.96471369,East,Cash,False,Sunny,29.6713509,Average,unknown,21,Online Order,Sunday,21.92942739
347,2,347,347,2023-01-15 11:00:00,5,16.43463548,West,Cash,False,Cloudy,25.09490931,Excellent,unknown,17,Online Order,Sunday,82.1731774
348,1,348,348,2023-01-15 12:00:00,4,11.82378334,West,Credit Card,False,Sunny,30.6192174,Poor,Positive,47,Phone Order,Sunday,47.29513337
349,5,349,349,2023-01-15 13:00:00,4,9.008789447,South,Credit Card,False,Cloudy,28.36137117,Good,unknown,16,Phone Order,Sunday,36.03515779
350,8,350,350,2023-01-15 14:00:00,3,8.297080232,North,Online,True,Rainy,23.8403176,Good,Neutral,56,In Store,Sunday,24.8912407
351,2,351,351,2023-01-15 15:00:00,2,6.972774004,South,Cash,False,Rainy,29.76241926,Poor,Positive,30,In Store,Sunday,13.94554801
352,6,352,352,2023-01-15 16:00:00,5,17.8569434,East,Online,True,Sunny,21.7441052,Poor,Negative,39,Online Order,Sunday,89.28471699
353,3,353,353,2023-01-15 17:00:00,5,13.63033105,West,Credit Card,False,Rainy,28.04615575,Poor,Negative,29,Online Order,Sunday,68.15165524
354,4,354,354,2023-01-15 18:00:00,4,6.145774175,South,Credit Card,True,Rainy,26.55722158,Average,Positive,38,Phone Order,Sunday,24.5830967
355,8,355,355,2023-01-15 19:00:00,2,10.73870485,South,Credit Card,False,Sunny,24.01810374,Good,Negative,29,Online Order,Sunday,21.47740971
356,2,356,356,2023-01-15 20:00:00,3,10.51600476,West,Cash,False,Rainy,29.06007497,Good,Neutral,45,In Store,Sunday,31.54801429
357,3,357,357,2023-01-15 21:00:00,2,7.726087861,West,Cash,False,Sunny,27.154342182855554,Good,Negative,28,Phone Order,Sunday,15.45217572
358,3,358,358,2023-01-15 22:00:00,1,11.53261438,West,Credit Card,False,Cloudy,27.154342182855554,Poor,Positive,28,In Store,Sunday,11.53261438
359,0,359,359,2023-01-15 23:00:00,2,9.981490481,East,Online,False,Cloudy,29.11644153,Average,Neutral,20,Phone Order,Sunday,19.96298096
360,2,360,360,2023-01-16 00:00:00,1,10.12705558,West,Online,False,Cloudy,26.07058811,Poor,Negative,28,Phone Order,Monday,10.12705558
361,5,361,361,2023-01-16 01:00:00,1,16.08539837,North,Credit Card,True,Sunny,23.3781065,Excellent,Neutral,31,In Store,Monday,16.08539837
362,1,362,362,2023-01-16 02:00:00,3,8.348950783,South,Online,False,Sunny,23.85644134,Excellent,Positive,32,Online Order,Monday,25.04685235
363,1,363,363,2023-01-16 03:00:00,4,14.62789938,West,Credit Card,True,Rainy,27.19182467,Good,Negative,34,Online Order,Monday,58.51159753
364,6,364,364,2023-01-16 04:00:00,2,13.55974436,West,Online,False,Rainy,25.50916552,Poor,Negative,31,Online Order,Monday,27.11948872
365,6,365,365,2023-01-16 05:00:00,1,13.52138769,East,Credit Card,True,Rainy,33.70721784,Excellent,Neutral,30,Online Order,Monday,13.52138769
366,1,366,366,2023-01-16 06:00:00,2,14.94511019,East,Online,True,Rainy,25.52443201,Excellent,Negative,54,In Store,Monday,29.89022038
367,5,367,367,2023-01-16 07:00:00,4,13.22573054,South,Cash,True,Rainy,25.60166887,Poor,Negative,53,Phone Order,Monday,52.90292217
